Arbol,Altura,DAP,Latitud NG,Latitud NM,Latitud NS,Longitud OG,Longitud OM,Longitud OS,Especie,Acro,Crecimiento,Rep,Tip Rep,Orientacion,Cobertura,
145,8.8,25,19,29,26.6,97,2,20.6,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
145,8.8,25,19,29,26.6,97,2,20.6,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
145,8.8,25,19,29,26.6,97,2,20.6,Usnea cf. mexicana,UsMex,Frut,Asex,Sor,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Cladonia coniocraea,ClCon,Com,Sex,apot,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Fibrillithecis confusa,FiCon,Cos,Asex,Isid,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Herpothallon roseocintum,HeRos,Cos,Asex,Isid,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Hypotrachyna vexans,HyVex,Fol,Asex,Isid,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Peltigera polydactylon,PePol,Fol,Sex,Apot,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Polyblastidium japonicum,PolJa,Fol,Asex,Sor,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Punctelia hypoleucites,PuHyp,Fol,Sex,Apot,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Ramalina leptocarpha,RaLpt,Frut,Sex,Apot,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Sticta beauvoisii,StBea,Fol,Asex,Isid,NaN,NaN,
146,17.2,33,19,29,26.6,97,2,20.6,Usnea cf. brasiliensis,UsBra,Frut,Asex,Sor,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Graphis seminuda,GrSem,Cos,Sex,Lirel,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Hypotrachyna cf. punoensis,HyPun,Fol,Asex,Sor,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Parmotrema cf. latissimum,PaLat,Fol,Sex,Apot,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Phaeographis aff. dendritica,PhDen,Cos,Sex,Lirel,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Phlyctis boliviensis,PhBol,Cos,Sex,Apot,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Ramalina leptocarpha,RaLpt,Frut,Sex,Apot,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Thelotrema lepadium,ThLep,Cos,Sex,Apot,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Usnea aff. cristatula,UsCri,Frut,Sex,Apot,NaN,NaN,
147,11,15,19,29,26.6,97,2,20.6,Usnea cf. subfloridana,UsSub,Frut,Asex,Sor,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Brigantiaea leucoxantha,BrLeu,Cos,Sex,apot,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Graphis aff. immersicans,GrIm,Cos,Sex,Lirel,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Graphis anfractuosa,GrAnf,Cos,Sex,Lirel,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Graphis ingarum,GrIng,Cos,Sex,Lirel,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Graphis leptoclada,GrLep,Cos,Sex,Lirel,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Graphis rimulosa,GrRim,Cos,Sex,Lirel,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Ocellularia landronii,OcLa,Cos,Sex,Apot,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Parmotrema sp. ,PaSp,Fol,NaN,NaN,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Pertusaria cf. tetrathalamia,PeTet,Cos,Sex,Apot,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Phaeographis aff. dendritica,PhDen,Cos,Sex,Lirel,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Phlyctis boliviensis,PhBol,Cos,Sex,Apot,NaN,NaN,
148,4.2,5,19,29,26.6,97,2,20.6,Usnea cf. subfloridana,UsSub,Frut,Asex,Sor,NaN,NaN,
149,6.8,9,19,29,26.6,97,2,20.6,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
149,6.8,9,19,29,26.6,97,2,20.6,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
149,6.8,9,19,29,26.6,97,2,20.6,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
149,6.8,9,19,29,26.6,97,2,20.6,Parmotrema cf. latissimum,PaLat,Fol,Sex,Apot,NaN,NaN,
149,6.8,9,19,29,26.6,97,2,20.6,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
149,6.8,9,19,29,26.6,97,2,20.6,Phaeographis aff. dendritica,PhDen,Cos,Sex,Lirel,NaN,NaN,
149,6.8,9,19,29,26.6,97,2,20.6,Punctelia sp.,PuSp,Fol,NaN,NaN,NaN,NaN,
149,6.8,9,19,29,26.6,97,2,20.6,Remototrachyna aff. costaricensis,ReCst,Fol,Asex,Isid,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Graphis chlorotica,GrChl,Cos,Sex,Lirel,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Graphis ingarum,GrIng,Cos,Sex,Lirel,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Graphis leptoclada,GrLep,Cos,Sex,Lirel,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Graphis seminuda,GrSem,Cos,Sex,Lirel,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Hypotrachyna sp. ,HySp,Fol,NaN,NaN,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Lopadium sp.,LoSp,Cos,NaN,NaN,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Lopezaria versicolor,LoVer,Cos,Sex,Apot,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
150,9.2,12,19,29,26.6,97,2,20.6,Pseudopyrenula subnudata,PsSu,Cos,Sex,Perit,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Graphis ingarum,GrIng,Cos,Sex,Lirel,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Graphis leptoclada,GrLep,Cos,Sex,Lirel,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Hypotrachyna cf. punoensis,HyPun,Fol,Asex,Sor,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Ocellularia landronii,OcLa,Cos,Sex,Apot,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Parmotrema peralbidum,PaPer,Fol,Sex,Apot,NaN,NaN,
151,4.4,7,19,29,26.6,97,2,20.6,Phaeographis aff. dendritica,PhDen,Cos,Sex,Lirel,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Graphis aff. immersicans,GrIm,Cos,Sex,Lirel,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Graphis ingarum,GrIng,Cos,Sex,Lirel,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Graphis leptoclada,GrLep,Cos,Sex,Lirel,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Graphis rimulosa,GrRim,Cos,Sex,Lirel,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Lopezaria versicolor,LoVer,Cos,Sex,Apot,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
152,1.8,3,19,29,26.6,97,2,20.6,Phaeographis aff. dendritica,PhDen,Cos,Sex,Lirel,NaN,NaN,
153,12,8,19,29,26.6,97,2,20.6,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
153,12,8,19,29,26.6,97,2,20.6,Leptogium cyanescens,LeCya,Fol,Asex,Isid,NaN,NaN,
153,12,8,19,29,26.6,97,2,20.6,Leucodermia cf. appalachensis,LeApp,Fol,Asex,Sor,NaN,NaN,
153,12,8,19,29,26.6,97,2,20.6,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
153,12,8,19,29,26.6,97,2,20.6,Pertusaria ventosa,PeVen,Cos,Sex,Apot,NaN,NaN,
154,3.2,0.03,19,29,26.6,97,2,20.6,Brigantiaea leucoxantha,BrLeu,Cos,Sex,apot,NaN,NaN,
154,3.2,0.03,19,29,26.6,97,2,20.6,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
154,3.2,0.03,19,29,26.6,97,2,20.6,Graphis ingarum,GrIng,Cos,Sex,Lirel,NaN,NaN,
154,3.2,0.03,19,29,26.6,97,2,20.6,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
154,3.2,0.03,19,29,26.6,97,2,20.6,Parmotrema sp. ,PaSp,Fol,NaN,NaN,NaN,NaN,
154,3.2,0.03,19,29,26.6,97,2,20.6,Phlyctis boliviensis,PhBol,Cos,Sex,Apot,NaN,NaN,
155,21.3,39,19,29,26.6,97,2,20.6,Graphis ingarum,GrIng,Cos,Sex,Lirel,Sureste,4,
155,21.3,39,19,29,26.6,97,2,20.6,Hypotrachyna cf. punoensis,HyPun,Fol,Asex,Sor,Noroeste,116,
155,21.3,39,19,29,26.6,97,2,20.6,Hypotrachyna sp. ,HySp,Fol,NaN,NaN,Sureste,12,
155,21.3,39,19,29,26.6,97,2,20.6,Parmotrema flavescens,PaFla,Fol,Asex,Isid,Noroeste,44,
